WINDOWS
miemienet-0.1
num_threads=12
create Param, id=19950817, dims=4, numel=2400
create Tensor, id=120, dims=4, numel=4704
create Tensor, id=121, dims=4, numel=4704
create Tensor, id=122, dims=4, numel=4704
create Tensor, id=123, dims=4, numel=4704
create Tensor, id=124, dims=4, numel=4704
create Tensor, id=125, dims=4, numel=4704
create Tensor, id=126, dims=4, numel=4704
create Tensor, id=127, dims=4, numel=259584
create Tensor, id=128, dims=4, numel=259584
create Tensor, id=129, dims=4, numel=259584
create Tensor, id=130, dims=4, numel=259584
create Tensor, id=131, dims=4, numel=259584
create Tensor, id=132, dims=4, numel=259584
create Tensor, id=133, dims=4, numel=259584
create Tensor, id=134, dims=4, numel=259584
create Tensor, id=135, dims=4, numel=96
create Tensor, id=136, dims=4, numel=96
create Tensor, id=137, dims=4, numel=259584
create Tensor, id=138, dims=4, numel=259584
create Tensor, id=139, dims=4, numel=259584
create Tensor, id=140, dims=4, numel=216320
create Tensor, id=141, dims=4, numel=86528
create Tensor, id=142, dims=2, numel=6489600
create Tensor, id=143, dims=4, numel=2704
create Tensor, id=144, dims=4, numel=2704
create Tensor, id=145, dims=4, numel=2704
create Tensor, id=146, dims=4, numel=10816
create Tensor, id=147, dims=4, numel=64896
create Tensor, id=148, dims=4, numel=64896
create Tensor, id=149, dims=4, numel=64896
create Tensor, id=150, dims=4, numel=64896
create Tensor, id=151, dims=4, numel=64896
create Tensor, id=152, dims=4, numel=64896
create Tensor, id=153, dims=4, numel=64896
create Tensor, id=154, dims=4, numel=64896
create Tensor, id=155, dims=4, numel=96
create Tensor, id=156, dims=4, numel=96
create Tensor, id=157, dims=4, numel=64896
create Tensor, id=158, dims=4, numel=64896
create Tensor, id=159, dims=4, numel=64896
create Tensor, id=160, dims=4, numel=54080
create Tensor, id=161, dims=4, numel=21632
create Tensor, id=162, dims=2, numel=1622400
create Tensor, id=163, dims=4, numel=676
create Tensor, id=164, dims=4, numel=676
create Tensor, id=165, dims=4, numel=676
create Tensor, id=166, dims=4, numel=2704
create Tensor, id=167, dims=4, numel=16224
create Tensor, id=168, dims=4, numel=16224
create Tensor, id=169, dims=4, numel=16224
create Tensor, id=170, dims=4, numel=16224
create Tensor, id=171, dims=4, numel=16224
create Tensor, id=172, dims=4, numel=16224
create Tensor, id=173, dims=4, numel=16224
create Tensor, id=174, dims=4, numel=16224
create Tensor, id=175, dims=4, numel=96
create Tensor, id=176, dims=4, numel=96
create Tensor, id=177, dims=4, numel=16224
create Tensor, id=178, dims=4, numel=16224
create Tensor, id=179, dims=4, numel=16224
create Tensor, id=180, dims=4, numel=13520
create Tensor, id=181, dims=4, numel=5408
create Tensor, id=182, dims=2, numel=405600
create Tensor, id=183, dims=4, numel=169
create Tensor, id=184, dims=4, numel=169
create Tensor, id=185, dims=4, numel=169
create Tensor, id=186, dims=4, numel=676
create Tensor, id=187, dims=4, numel=4704
create Tensor, id=188, dims=4, numel=4704
create Tensor, id=189, dims=4, numel=4704
create Tensor, id=190, dims=4, numel=4704
create Tensor, id=191, dims=4, numel=4704
create Tensor, id=192, dims=4, numel=4704
create Tensor, id=193, dims=4, numel=4704
create Tensor, id=194, dims=4, numel=4704
create Tensor, id=195, dims=4, numel=96
create Tensor, id=196, dims=4, numel=96
create Tensor, id=197, dims=4, numel=4704
create Tensor, id=198, dims=4, numel=4704
create Tensor, id=199, dims=4, numel=4704
create Tensor, id=200, dims=4, numel=3920
create Tensor, id=201, dims=4, numel=1568
create Tensor, id=202, dims=2, numel=117600
create Tensor, id=203, dims=4, numel=49
create Tensor, id=204, dims=4, numel=49
create Tensor, id=205, dims=4, numel=49
create Tensor, id=206, dims=4, numel=196
create Tensor, id=207, dims=3, numel=287840
create Tensor, id=208, dims=3, numel=14392
======================== eval ========================
======================== batch_000 ========================
eval forward cost_time = 83.935997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_001 ========================
eval forward cost_time = 83.571999 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_002 ========================
eval forward cost_time = 85.600998 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_003 ========================
eval forward cost_time = 83.324997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_004 ========================
eval forward cost_time = 88.366997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_005 ========================
eval forward cost_time = 84.897003 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_006 ========================
eval forward cost_time = 85.906998 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_007 ========================
eval forward cost_time = 80.650002 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_008 ========================
eval forward cost_time = 86.195000 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_009 ========================
eval forward cost_time = 82.000999 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_010 ========================
eval forward cost_time = 82.422997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_011 ========================
eval forward cost_time = 81.208000 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_012 ========================
eval forward cost_time = 80.351997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_013 ========================
eval forward cost_time = 80.769997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_014 ========================
eval forward cost_time = 83.692001 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_015 ========================
eval forward cost_time = 86.067001 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_016 ========================
eval forward cost_time = 85.695999 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_017 ========================
eval forward cost_time = 83.334000 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_018 ========================
eval forward cost_time = 83.575996 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_019 ========================
eval forward cost_time = 84.213997 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_020 ========================
eval forward cost_time = 84.258003 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_021 ========================
eval forward cost_time = 79.486000 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_022 ========================
eval forward cost_time = 83.136002 ms
Tensor 'y' msg: id=207, dims=3, numel=287840, shape=(1, 3598, 80, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.005782, 0.000965, 0.001626, 0.001318, 0.001787, 0.001465, 0.003241, 0.002462, 0.002324, 0.000950, 0.002006, 0.001179, 0.001486, 0.001729, 0.003037, 0.001828, 0.001618, 0.001032, 0.001600, 0.002570, 0.000642, 0.000902, 0.001171, 0.000557, 0.001886, 0.000956, 0.002021, 0.000784, 0.003438, 0.000531,
Tensor 'y' msg: id=208, dims=3, numel=14392, shape=(1, 3598, 4, ), is_param=0, times_as_input=0, referenceCount=2,
data=0.433553, 0.490761, 1.270477, 5.960395, 1.447797, 0.393369, 1.770471, 6.090525, 2.422038, 0.318270, 2.444967, 6.064816, 3.447904, 0.328929, 4.198209, 5.944283, 4.487549, 0.335687, 3.817852, 4.944101, 5.524936, 0.346838, 3.340080, 4.204641, 6.697099, 0.345470, 2.674842, 4.110531, 5.992443, 0.351748,
======================== batch_023 ========================
eval forward cost_time = 82.892998 ms
